generated_at_utc,frame_index,forecast_minute,time_label,municipality,municipality_display,region,lat,lon,rain_frame_in_hr,rain_24h_in,wind_speed_mph,wind_dir_deg,wind_direction_text,wind_arrow,operational_risk_score,impact_level,is_focus_municipality,screen_reader_label
2026-07-03T21:41:18+00:00,6,30,+30 min,San German,San Germán,west,18.082,-67.044,0.026,0.74,8.4,102.2,ESE,←,9.0,bajo,True,"San Germán: lluvia 24h 0.74 pulgadas, riesgo 9 de 100, viento 9.5 mph desde ESE."
2026-07-03T21:41:18+00:00,6,30,+30 min,San Juan,San Juan,north_coast,18.465,-66.105,0.025,0.69,11.6,90.0,E,←,9.0,bajo,True,"San Juan: lluvia 24h 0.69 pulgadas, riesgo 9 de 100, viento 13.2 mph desde E."
2026-07-03T21:41:18+00:00,6,30,+30 min,Adjuntas,Adjuntas,central_mountains,18.163,-66.723,0.025,0.69,4.8,112.5,ESE,↖,25.0,vigilancia,False,"Adjuntas: lluvia 24h 0.69 pulgadas, riesgo 25 de 100, viento 5.4 mph desde ESE."
2026-07-03T21:41:18+00:00,6,30,+30 min,Aguada,Aguada,west,18.379,-67.188,0.028,0.79,6.0,78.8,E,←,31.0,vigilancia,False,"Aguada: lluvia 24h 0.79 pulgadas, riesgo 31 de 100, viento 6.8 mph desde E."
2026-07-03T21:41:18+00:00,6,30,+30 min,Aguadilla,Aguadilla,west,18.427,-67.154,0.027,0.76,7.0,81.6,E,←,23.0,vigilancia,False,"Aguadilla: lluvia 24h 0.76 pulgadas, riesgo 23 de 100, viento 8.0 mph desde E."
2026-07-03T21:41:18+00:00,6,30,+30 min,Aguas Buenas,Aguas Buenas,central_mountains,18.256,-66.103,0.025,0.7,8.0,112.5,ESE,↖,11.0,bajo,False,"Aguas Buenas: lluvia 24h 0.70 pulgadas, riesgo 11 de 100, viento 9.1 mph desde ESE."
2026-07-03T21:41:18+00:00,6,30,+30 min,Aibonito,Aibonito,central_mountains,18.139,-66.266,0.025,0.71,8.1,88.1,E,←,14.0,bajo,False,"Aibonito: lluvia 24h 0.71 pulgadas, riesgo 14 de 100, viento 9.2 mph desde E."
2026-07-03T21:41:18+00:00,6,30,+30 min,Anasco,Anasco,west,18.282,-67.14,0.027,0.76,4.1,102.2,ESE,←,24.0,vigilancia,False,"Anasco: lluvia 24h 0.76 pulgadas, riesgo 24 de 100, viento 4.6 mph desde ESE."
2026-07-03T21:41:18+00:00,6,30,+30 min,Arecibo,Arecibo,north_coast,18.472,-66.716,0.021,0.6,11.7,92.8,E,←,10.0,bajo,False,"Arecibo: lluvia 24h 0.60 pulgadas, riesgo 10 de 100, viento 13.3 mph desde E."
2026-07-03T21:41:18+00:00,6,30,+30 min,Arroyo,Arroyo,south_coast,17.965,-66.061,0.028,0.79,10.7,84.4,E,←,11.0,bajo,False,"Arroyo: lluvia 24h 0.79 pulgadas, riesgo 11 de 100, viento 12.2 mph desde E."
2026-07-03T21:41:18+00:00,6,30,+30 min,Barceloneta,Barceloneta,north_coast,18.45,-66.538,0.02,0.57,11.0,95.6,E,←,12.0,bajo,False,"Barceloneta: lluvia 24h 0.57 pulgadas, riesgo 12 de 100, viento 12.5 mph desde E."
2026-07-03T21:41:18+00:00,6,30,+30 min,Barranquitas,Barranquitas,central_mountains,18.186,-66.306,0.025,0.7,7.2,95.6,E,←,10.0,bajo,False,"Barranquitas: lluvia 24h 0.70 pulgadas, riesgo 10 de 100, viento 8.2 mph desde E."
2026-07-03T21:41:18+00:00,6,30,+30 min,Bayamon,Bayamon,north_coast,18.399,-66.156,0.02,0.58,10.1,98.4,E,←,7.0,bajo,False,"Bayamon: lluvia 24h 0.58 pulgadas, riesgo 7 de 100, viento 11.5 mph desde E."
2026-07-03T21:41:18+00:00,6,30,+30 min,Cabo Rojo,Cabo Rojo,west,18.086,-67.145,0.025,0.73,8.5,99.4,E,←,9.0,bajo,False,"Cabo Rojo: lluvia 24h 0.73 pulgadas, riesgo 9 de 100, viento 9.7 mph desde E."
2026-07-03T21:41:18+00:00,7,35,+35 min,Juana Diaz,Juana Díaz,south_coast,18.053,-66.506,0.013,0.49,9.2,86.2,E,←,8.0,bajo,True,"Juana Díaz: lluvia 24h 0.49 pulgadas, riesgo 8 de 100, viento 10.4 mph desde E."
2026-07-03T21:41:18+00:00,7,35,+35 min,Ponce,Ponce,south_coast,18.011,-66.614,0.012,0.43,9.4,90.9,E,←,6.0,bajo,True,"Ponce: lluvia 24h 0.43 pulgadas, riesgo 6 de 100, viento 10.6 mph desde E."
2026-07-03T21:41:18+00:00,7,35,+35 min,San German,San Germán,west,18.082,-67.044,0.021,0.74,8.4,102.2,ESE,←,9.0,bajo,True,"San Germán: lluvia 24h 0.74 pulgadas, riesgo 9 de 100, viento 9.5 mph desde ESE."
2026-07-03T21:41:18+00:00,7,35,+35 min,San Juan,San Juan,north_coast,18.465,-66.105,0.02,0.69,11.7,90.0,E,←,9.0,bajo,True,"San Juan: lluvia 24h 0.69 pulgadas, riesgo 9 de 100, viento 13.2 mph desde E."
2026-07-03T21:41:18+00:00,7,35,+35 min,Adjuntas,Adjuntas,central_mountains,18.163,-66.723,0.02,0.69,4.8,112.5,ESE,↖,25.0,vigilancia,False,"Adjuntas: lluvia 24h 0.69 pulgadas, riesgo 25 de 100, viento 5.4 mph desde ESE."
2026-07-03T21:41:18+00:00,7,35,+35 min,Aguada,Aguada,west,18.379,-67.188,0.022,0.79,6.0,78.8,E,←,31.0,vigilancia,False,"Aguada: lluvia 24h 0.79 pulgadas, riesgo 31 de 100, viento 6.8 mph desde E."
2026-07-03T21:41:18+00:00,7,35,+35 min,Aguadilla,Aguadilla,west,18.427,-67.154,0.022,0.76,7.1,81.6,E,←,23.0,vigilancia,False,"Aguadilla: lluvia 24h 0.76 pulgadas, riesgo 23 de 100, viento 8.0 mph desde E."
2026-07-03T21:41:18+00:00,7,35,+35 min,Aguas Buenas,Aguas Buenas,central_mountains,18.256,-66.103,0.02,0.7,8.1,112.5,ESE,↖,11.0,bajo,False,"Aguas Buenas: lluvia 24h 0.70 pulgadas, riesgo 11 de 100, viento 9.1 mph desde ESE."
2026-07-03T21:41:18+00:00,7,35,+35 min,Aibonito,Aibonito,central_mountains,18.139,-66.266,0.02,0.71,8.1,88.1,E,←,14.0,bajo,False,"Aibonito: lluvia 24h 0.71 pulgadas, riesgo 14 de 100, viento 9.2 mph desde E."
2026-07-03T21:41:18+00:00,7,35,+35 min,Anasco,Anasco,west,18.282,-67.14,0.022,0.76,4.1,102.2,ESE,←,24.0,vigilancia,False,"Anasco: lluvia 24h 0.76 pulgadas, riesgo 24 de 100, viento 4.6 mph desde ESE."
2026-07-03T21:41:18+00:00,7,35,+35 min,Arecibo,Arecibo,north_coast,18.472,-66.716,0.017,0.6,11.8,92.8,E,←,10.0,bajo,False,"Arecibo: lluvia 24h 0.60 pulgadas, riesgo 10 de 100, viento 13.3 mph desde E."
2026-07-03T21:41:18+00:00,7,35,+35 min,Arroyo,Arroyo,south_coast,17.965,-66.061,0.022,0.79,10.8,84.4,E,←,11.0,bajo,False,"Arroyo: lluvia 24h 0.79 pulgadas, riesgo 11 de 100, viento 12.2 mph desde E."
2026-07-03T21:41:18+00:00,7,35,+35 min,Barceloneta,Barceloneta,north_coast,18.45,-66.538,0.016,0.57,11.1,95.6,E,←,12.0,bajo,False,"Barceloneta: lluvia 24h 0.57 pulgadas, riesgo 12 de 100, viento 12.5 mph desde E."
2026-07-03T21:41:18+00:00,7,35,+35 min,Barranquitas,Barranquitas,central_mountains,18.186,-66.306,0.02,0.7,7.3,95.6,E,←,10.0,bajo,False,"Barranquitas: lluvia 24h 0.70 pulgadas, riesgo 10 de 100, viento 8.2 mph desde E."
2026-07-03T21:41:18+00:00,7,35,+35 min,Bayamon,Bayamon,north_coast,18.399,-66.156,0.016,0.58,10.2,98.4,E,←,7.0,bajo,False,"Bayamon: lluvia 24h 0.58 pulgadas, riesgo 7 de 100, viento 11.5 mph desde E."
2026-07-03T21:41:18+00:00,7,35,+35 min,Cabo Rojo,Cabo Rojo,west,18.086,-67.145,0.02,0.73,8.6,99.4,E,←,9.0,bajo,False,"Cabo Rojo: lluvia 24h 0.73 pulgadas, riesgo 9 de 100, viento 9.7 mph desde E."
2026-07-03T21:41:18+00:00,8,40,+40 min,Juana Diaz,Juana Díaz,south_coast,18.053,-66.506,0.011,0.49,9.4,86.2,E,←,8.0,bajo,True,"Juana Díaz: lluvia 24h 0.49 pulgadas, riesgo 8 de 100, viento 10.4 mph desde E."
2026-07-03T21:41:18+00:00,8,40,+40 min,Ponce,Ponce,south_coast,18.011,-66.614,0.01,0.43,9.6,90.9,E,←,6.0,bajo,True,"Ponce: lluvia 24h 0.43 pulgadas, riesgo 6 de 100, viento 10.6 mph desde E."
2026-07-03T21:41:18+00:00,8,40,+40 min,San German,San Germán,west,18.082,-67.044,0.017,0.74,8.6,102.2,ESE,←,9.0,bajo,True,"San Germán: lluvia 24h 0.74 pulgadas, riesgo 9 de 100, viento 9.5 mph desde ESE."
2026-07-03T21:41:18+00:00,8,40,+40 min,San Juan,San Juan,north_coast,18.465,-66.105,0.016,0.69,12.0,90.0,E,←,9.0,bajo,True,"San Juan: lluvia 24h 0.69 pulgadas, riesgo 9 de 100, viento 13.2 mph desde E."
2026-07-03T21:41:18+00:00,8,40,+40 min,Adjuntas,Adjuntas,central_mountains,18.163,-66.723,0.016,0.69,4.9,112.5,ESE,↖,25.0,vigilancia,False,"Adjuntas: lluvia 24h 0.69 pulgadas, riesgo 25 de 100, viento 5.4 mph desde ESE."
2026-07-03T21:41:18+00:00,8,40,+40 min,Aguada,Aguada,west,18.379,-67.188,0.018,0.79,6.2,78.8,E,←,31.0,vigilancia,False,"Aguada: lluvia 24h 0.79 pulgadas, riesgo 31 de 100, viento 6.8 mph desde E."
2026-07-03T21:41:18+00:00,8,40,+40 min,Aguadilla,Aguadilla,west,18.427,-67.154,0.018,0.76,7.3,81.6,E,←,23.0,vigilancia,False,"Aguadilla: lluvia 24h 0.76 pulgadas, riesgo 23 de 100, viento 8.0 mph desde E."
2026-07-03T21:41:18+00:00,8,40,+40 min,Aguas Buenas,Aguas Buenas,central_mountains,18.256,-66.103,0.016,0.7,8.3,112.5,ESE,↖,11.0,bajo,False,"Aguas Buenas: lluvia 24h 0.70 pulgadas, riesgo 11 de 100, viento 9.1 mph desde ESE."
2026-07-03T21:41:18+00:00,8,40,+40 min,Aibonito,Aibonito,central_mountains,18.139,-66.266,0.016,0.71,8.4,88.1,E,←,14.0,bajo,False,"Aibonito: lluvia 24h 0.71 pulgadas, riesgo 14 de 100, viento 9.2 mph desde E."
2026-07-03T21:41:18+00:00,8,40,+40 min,Anasco,Anasco,west,18.282,-67.14,0.018,0.76,4.2,102.2,ESE,←,24.0,vigilancia,False,"Anasco: lluvia 24h 0.76 pulgadas, riesgo 24 de 100, viento 4.6 mph desde ESE."
2026-07-03T21:41:18+00:00,8,40,+40 min,Arecibo,Arecibo,north_coast,18.472,-66.716,0.014,0.6,12.1,92.8,E,←,10.0,bajo,False,"Arecibo: lluvia 24h 0.60 pulgadas, riesgo 10 de 100, viento 13.3 mph desde E."
2026-07-03T21:41:18+00:00,8,40,+40 min,Arroyo,Arroyo,south_coast,17.965,-66.061,0.018,0.79,11.1,84.4,E,←,11.0,bajo,False,"Arroyo: lluvia 24h 0.79 pulgadas, riesgo 11 de 100, viento 12.2 mph desde E."
2026-07-03T21:41:18+00:00,8,40,+40 min,Barceloneta,Barceloneta,north_coast,18.45,-66.538,0.013,0.57,11.3,95.6,E,←,12.0,bajo,False,"Barceloneta: lluvia 24h 0.57 pulgadas, riesgo 12 de 100, viento 12.5 mph desde E."
2026-07-03T21:41:18+00:00,8,40,+40 min,Barranquitas,Barranquitas,central_mountains,18.186,-66.306,0.016,0.7,7.4,95.6,E,←,10.0,bajo,False,"Barranquitas: lluvia 24h 0.70 pulgadas, riesgo 10 de 100, viento 8.2 mph desde E."
2026-07-03T21:41:18+00:00,8,40,+40 min,Bayamon,Bayamon,north_coast,18.399,-66.156,0.013,0.58,10.4,98.4,E,←,7.0,bajo,False,"Bayamon: lluvia 24h 0.58 pulgadas, riesgo 7 de 100, viento 11.5 mph desde E."
2026-07-03T21:41:18+00:00,8,40,+40 min,Cabo Rojo,Cabo Rojo,west,18.086,-67.145,0.016,0.73,8.8,99.4,E,←,9.0,bajo,False,"Cabo Rojo: lluvia 24h 0.73 pulgadas, riesgo 9 de 100, viento 9.7 mph desde E."
2026-07-03T21:41:18+00:00,9,45,+45 min,Juana Diaz,Juana Díaz,south_coast,18.053,-66.506,0.01,0.49,9.8,86.2,E,←,8.0,bajo,True,"Juana Díaz: lluvia 24h 0.49 pulgadas, riesgo 8 de 100, viento 10.4 mph desde E."
2026-07-03T21:41:18+00:00,9,45,+45 min,Ponce,Ponce,south_coast,18.011,-66.614,0.009,0.43,10.0,90.9,E,←,6.0,bajo,True,"Ponce: lluvia 24h 0.43 pulgadas, riesgo 6 de 100, viento 10.6 mph desde E."
2026-07-03T21:41:18+00:00,9,45,+45 min,San German,San Germán,west,18.082,-67.044,0.015,0.74,9.0,102.2,ESE,←,9.0,bajo,True,"San Germán: lluvia 24h 0.74 pulgadas, riesgo 9 de 100, viento 9.5 mph desde ESE."
2026-07-03T21:41:18+00:00,9,45,+45 min,San Juan,San Juan,north_coast,18.465,-66.105,0.015,0.69,12.4,90.0,E,←,9.0,bajo,True,"San Juan: lluvia 24h 0.69 pulgadas, riesgo 9 de 100, viento 13.2 mph desde E."
2026-07-03T21:41:18+00:00,9,45,+45 min,Adjuntas,Adjuntas,central_mountains,18.163,-66.723,0.015,0.69,5.1,112.5,ESE,↖,25.0,vigilancia,False,"Adjuntas: lluvia 24h 0.69 pulgadas, riesgo 25 de 100, viento 5.4 mph desde ESE."
2026-07-03T21:41:18+00:00,9,45,+45 min,Aguada,Aguada,west,18.379,-67.188,0.017,0.79,6.4,78.8,E,←,31.0,vigilancia,False,"Aguada: lluvia 24h 0.79 pulgadas, riesgo 31 de 100, viento 6.8 mph desde E."
2026-07-03T21:41:18+00:00,9,45,+45 min,Aguadilla,Aguadilla,west,18.427,-67.154,0.016,0.76,7.5,81.6,E,←,23.0,vigilancia,False,"Aguadilla: lluvia 24h 0.76 pulgadas, riesgo 23 de 100, viento 8.0 mph desde E."
2026-07-03T21:41:18+00:00,9,45,+45 min,Aguas Buenas,Aguas Buenas,central_mountains,18.256,-66.103,0.015,0.7,8.6,112.5,ESE,↖,11.0,bajo,False,"Aguas Buenas: lluvia 24h 0.70 pulgadas, riesgo 11 de 100, viento 9.1 mph desde ESE."
2026-07-03T21:41:18+00:00,9,45,+45 min,Aibonito,Aibonito,central_mountains,18.139,-66.266,0.015,0.71,8.7,88.1,E,←,14.0,bajo,False,"Aibonito: lluvia 24h 0.71 pulgadas, riesgo 14 de 100, viento 9.2 mph desde E."
2026-07-03T21:41:18+00:00,9,45,+45 min,Anasco,Anasco,west,18.282,-67.14,0.016,0.76,4.3,102.2,ESE,←,24.0,vigilancia,False,"Anasco: lluvia 24h 0.76 pulgadas, riesgo 24 de 100, viento 4.6 mph desde ESE."
2026-07-03T21:41:18+00:00,9,45,+45 min,Arecibo,Arecibo,north_coast,18.472,-66.716,0.013,0.6,12.5,92.8,E,←,10.0,bajo,False,"Arecibo: lluvia 24h 0.60 pulgadas, riesgo 10 de 100, viento 13.3 mph desde E."
2026-07-03T21:41:18+00:00,9,45,+45 min,Arroyo,Arroyo,south_coast,17.965,-66.061,0.017,0.79,11.5,84.4,E,←,11.0,bajo,False,"Arroyo: lluvia 24h 0.79 pulgadas, riesgo 11 de 100, viento 12.2 mph desde E."
2026-07-03T21:41:18+00:00,9,45,+45 min,Barceloneta,Barceloneta,north_coast,18.45,-66.538,0.012,0.57,11.8,95.6,E,←,12.0,bajo,False,"Barceloneta: lluvia 24h 0.57 pulgadas, riesgo 12 de 100, viento 12.5 mph desde E."
2026-07-03T21:41:18+00:00,9,45,+45 min,Barranquitas,Barranquitas,central_mountains,18.186,-66.306,0.015,0.7,7.7,95.6,E,←,10.0,bajo,False,"Barranquitas: lluvia 24h 0.70 pulgadas, riesgo 10 de 100, viento 8.2 mph desde E."
2026-07-03T21:41:18+00:00,9,45,+45 min,Bayamon,Bayamon,north_coast,18.399,-66.156,0.012,0.58,10.8,98.4,E,←,7.0,bajo,False,"Bayamon: lluvia 24h 0.58 pulgadas, riesgo 7 de 100, viento 11.5 mph desde E."
2026-07-03T21:41:18+00:00,9,45,+45 min,Cabo Rojo,Cabo Rojo,west,18.086,-67.145,0.015,0.73,9.1,99.4,E,←,9.0,bajo,False,"Cabo Rojo: lluvia 24h 0.73 pulgadas, riesgo 9 de 100, viento 9.7 mph desde E."
2026-07-03T21:41:18+00:00,10,50,+50 min,Juana Diaz,Juana Díaz,south_coast,18.053,-66.506,0.011,0.49,10.2,86.2,E,←,8.0,bajo,True,"Juana Díaz: lluvia 24h 0.49 pulgadas, riesgo 8 de 100, viento 10.4 mph desde E."
2026-07-03T21:41:18+00:00,10,50,+50 min,Ponce,Ponce,south_coast,18.011,-66.614,0.01,0.43,10.4,90.9,E,←,6.0,bajo,True,"Ponce: lluvia 24h 0.43 pulgadas, riesgo 6 de 100, viento 10.6 mph desde E."
2026-07-03T21:41:18+00:00,10,50,+50 min,San German,San Germán,west,18.082,-67.044,0.017,0.74,9.3,102.2,ESE,←,9.0,bajo,True,"San Germán: lluvia 24h 0.74 pulgadas, riesgo 9 de 100, viento 9.5 mph desde ESE."
2026-07-03T21:41:18+00:00,10,50,+50 min,San Juan,San Juan,north_coast,18.465,-66.105,0.016,0.69,13.0,90.0,E,←,9.0,bajo,True,"San Juan: lluvia 24h 0.69 pulgadas, riesgo 9 de 100, viento 13.2 mph desde E."
2026-07-03T21:41:18+00:00,10,50,+50 min,Adjuntas,Adjuntas,central_mountains,18.163,-66.723,0.016,0.69,5.3,112.5,ESE,↖,25.0,vigilancia,False,"Adjuntas: lluvia 24h 0.69 pulgadas, riesgo 25 de 100, viento 5.4 mph desde ESE."
2026-07-03T21:41:18+00:00,10,50,+50 min,Aguada,Aguada,west,18.379,-67.188,0.018,0.79,6.7,78.8,E,←,31.0,vigilancia,False,"Aguada: lluvia 24h 0.79 pulgadas, riesgo 31 de 100, viento 6.8 mph desde E."
2026-07-03T21:41:18+00:00,10,50,+50 min,Aguadilla,Aguadilla,west,18.427,-67.154,0.018,0.76,7.9,81.6,E,←,23.0,vigilancia,False,"Aguadilla: lluvia 24h 0.76 pulgadas, riesgo 23 de 100, viento 8.0 mph desde E."
2026-07-03T21:41:18+00:00,10,50,+50 min,Aguas Buenas,Aguas Buenas,central_mountains,18.256,-66.103,0.016,0.7,8.9,112.5,ESE,↖,11.0,bajo,False,"Aguas Buenas: lluvia 24h 0.70 pulgadas, riesgo 11 de 100, viento 9.1 mph desde ESE."
2026-07-03T21:41:18+00:00,10,50,+50 min,Aibonito,Aibonito,central_mountains,18.139,-66.266,0.016,0.71,9.0,88.1,E,←,14.0,bajo,False,"Aibonito: lluvia 24h 0.71 pulgadas, riesgo 14 de 100, viento 9.2 mph desde E."
2026-07-03T21:41:18+00:00,10,50,+50 min,Anasco,Anasco,west,18.282,-67.14,0.018,0.76,4.5,102.2,ESE,←,24.0,vigilancia,False,"Anasco: lluvia 24h 0.76 pulgadas, riesgo 24 de 100, viento 4.6 mph desde ESE."
2026-07-03T21:41:18+00:00,10,50,+50 min,Arecibo,Arecibo,north_coast,18.472,-66.716,0.014,0.6,13.1,92.8,E,←,10.0,bajo,False,"Arecibo: lluvia 24h 0.60 pulgadas, riesgo 10 de 100, viento 13.3 mph desde E."
2026-07-03T21:41:18+00:00,10,50,+50 min,Arroyo,Arroyo,south_coast,17.965,-66.061,0.018,0.79,12.0,84.4,E,←,11.0,bajo,False,"Arroyo: lluvia 24h 0.79 pulgadas, riesgo 11 de 100, viento 12.2 mph desde E."
2026-07-03T21:41:18+00:00,10,50,+50 min,Barceloneta,Barceloneta,north_coast,18.45,-66.538,0.013,0.57,12.3,95.6,E,←,12.0,bajo,False,"Barceloneta: lluvia 24h 0.57 pulgadas, riesgo 12 de 100, viento 12.5 mph desde E."
2026-07-03T21:41:18+00:00,10,50,+50 min,Barranquitas,Barranquitas,central_mountains,18.186,-66.306,0.016,0.7,8.1,95.6,E,←,10.0,bajo,False,"Barranquitas: lluvia 24h 0.70 pulgadas, riesgo 10 de 100, viento 8.2 mph desde E."
2026-07-03T21:41:18+00:00,10,50,+50 min,Bayamon,Bayamon,north_coast,18.399,-66.156,0.013,0.58,11.3,98.4,E,←,7.0,bajo,False,"Bayamon: lluvia 24h 0.58 pulgadas, riesgo 7 de 100, viento 11.5 mph desde E."
2026-07-03T21:41:18+00:00,10,50,+50 min,Cabo Rojo,Cabo Rojo,west,18.086,-67.145,0.016,0.73,9.5,99.4,E,←,9.0,bajo,False,"Cabo Rojo: lluvia 24h 0.73 pulgadas, riesgo 9 de 100, viento 9.7 mph desde E."
2026-07-03T21:41:18+00:00,11,55,+55 min,Juana Diaz,Juana Díaz,south_coast,18.053,-66.506,0.013,0.49,10.6,86.2,E,←,8.0,bajo,True,"Juana Díaz: lluvia 24h 0.49 pulgadas, riesgo 8 de 100, viento 10.4 mph desde E."
2026-07-03T21:41:18+00:00,11,55,+55 min,Ponce,Ponce,south_coast,18.011,-66.614,0.012,0.43,10.8,90.9,E,←,6.0,bajo,True,"Ponce: lluvia 24h 0.43 pulgadas, riesgo 6 de 100, viento 10.6 mph desde E."
2026-07-03T21:41:18+00:00,11,55,+55 min,San German,San Germán,west,18.082,-67.044,0.021,0.74,9.7,102.2,ESE,←,9.0,bajo,True,"San Germán: lluvia 24h 0.74 pulgadas, riesgo 9 de 100, viento 9.5 mph desde ESE."
2026-07-03T21:41:18+00:00,11,55,+55 min,San Juan,San Juan,north_coast,18.465,-66.105,0.02,0.69,13.4,90.0,E,←,9.0,bajo,True,"San Juan: lluvia 24h 0.69 pulgadas, riesgo 9 de 100, viento 13.2 mph desde E."
2026-07-03T21:41:18+00:00,11,55,+55 min,Adjuntas,Adjuntas,central_mountains,18.163,-66.723,0.02,0.69,5.5,112.5,ESE,↖,25.0,vigilancia,False,"Adjuntas: lluvia 24h 0.69 pulgadas, riesgo 25 de 100, viento 5.4 mph desde ESE."
2026-07-03T21:41:18+00:00,11,55,+55 min,Aguada,Aguada,west,18.379,-67.188,0.022,0.79,6.9,78.8,E,←,31.0,vigilancia,False,"Aguada: lluvia 24h 0.79 pulgadas, riesgo 31 de 100, viento 6.8 mph desde E."
2026-07-03T21:41:18+00:00,11,55,+55 min,Aguadilla,Aguadilla,west,18.427,-67.154,0.022,0.76,8.1,81.6,E,←,23.0,vigilancia,False,"Aguadilla: lluvia 24h 0.76 pulgadas, riesgo 23 de 100, viento 8.0 mph desde E."
2026-07-03T21:41:18+00:00,11,55,+55 min,Aguas Buenas,Aguas Buenas,central_mountains,18.256,-66.103,0.02,0.7,9.3,112.5,ESE,↖,11.0,bajo,False,"Aguas Buenas: lluvia 24h 0.70 pulgadas, riesgo 11 de 100, viento 9.1 mph desde ESE."
2026-07-03T21:41:18+00:00,11,55,+55 min,Aibonito,Aibonito,central_mountains,18.139,-66.266,0.02,0.71,9.4,88.1,E,←,14.0,bajo,False,"Aibonito: lluvia 24h 0.71 pulgadas, riesgo 14 de 100, viento 9.2 mph desde E."
2026-07-03T21:41:18+00:00,11,55,+55 min,Anasco,Anasco,west,18.282,-67.14,0.022,0.76,4.7,102.2,ESE,←,24.0,vigilancia,False,"Anasco: lluvia 24h 0.76 pulgadas, riesgo 24 de 100, viento 4.6 mph desde ESE."
2026-07-03T21:41:18+00:00,11,55,+55 min,Arecibo,Arecibo,north_coast,18.472,-66.716,0.017,0.6,13.5,92.8,E,←,10.0,bajo,False,"Arecibo: lluvia 24h 0.60 pulgadas, riesgo 10 de 100, viento 13.3 mph desde E."
2026-07-03T21:41:18+00:00,11,55,+55 min,Arroyo,Arroyo,south_coast,17.965,-66.061,0.022,0.79,12.4,84.4,E,←,11.0,bajo,False,"Arroyo: lluvia 24h 0.79 pulgadas, riesgo 11 de 100, viento 12.2 mph desde E."
2026-07-03T21:41:18+00:00,11,55,+55 min,Barceloneta,Barceloneta,north_coast,18.45,-66.538,0.016,0.57,12.7,95.6,E,←,12.0,bajo,False,"Barceloneta: lluvia 24h 0.57 pulgadas, riesgo 12 de 100, viento 12.5 mph desde E."
2026-07-03T21:41:18+00:00,11,55,+55 min,Barranquitas,Barranquitas,central_mountains,18.186,-66.306,0.02,0.7,8.3,95.6,E,←,10.0,bajo,False,"Barranquitas: lluvia 24h 0.70 pulgadas, riesgo 10 de 100, viento 8.2 mph desde E."
2026-07-03T21:41:18+00:00,11,55,+55 min,Bayamon,Bayamon,north_coast,18.399,-66.156,0.016,0.58,11.7,98.4,E,←,7.0,bajo,False,"Bayamon: lluvia 24h 0.58 pulgadas, riesgo 7 de 100, viento 11.5 mph desde E."
2026-07-03T21:41:18+00:00,11,55,+55 min,Cabo Rojo,Cabo Rojo,west,18.086,-67.145,0.02,0.73,9.9,99.4,E,←,9.0,bajo,False,"Cabo Rojo: lluvia 24h 0.73 pulgadas, riesgo 9 de 100, viento 9.7 mph desde E."
2026-07-03T21:41:18+00:00,12,60,+60 min,Juana Diaz,Juana Díaz,south_coast,18.053,-66.506,0.017,0.49,10.8,86.2,E,←,8.0,bajo,True,"Juana Díaz: lluvia 24h 0.49 pulgadas, riesgo 8 de 100, viento 10.4 mph desde E."
2026-07-03T21:41:18+00:00,12,60,+60 min,Ponce,Ponce,south_coast,18.011,-66.614,0.015,0.43,11.0,90.9,E,←,6.0,bajo,True,"Ponce: lluvia 24h 0.43 pulgadas, riesgo 6 de 100, viento 10.6 mph desde E."
2026-07-03T21:41:18+00:00,12,60,+60 min,San German,San Germán,west,18.082,-67.044,0.026,0.74,9.8,102.2,ESE,←,9.0,bajo,True,"San Germán: lluvia 24h 0.74 pulgadas, riesgo 9 de 100, viento 9.5 mph desde ESE."
2026-07-03T21:41:18+00:00,12,60,+60 min,San Juan,San Juan,north_coast,18.465,-66.105,0.025,0.69,13.7,90.0,E,←,9.0,bajo,True,"San Juan: lluvia 24h 0.69 pulgadas, riesgo 9 de 100, viento 13.2 mph desde E."
2026-07-03T21:41:18+00:00,12,60,+60 min,Adjuntas,Adjuntas,central_mountains,18.163,-66.723,0.025,0.69,5.6,112.5,ESE,↖,25.0,vigilancia,False,"Adjuntas: lluvia 24h 0.69 pulgadas, riesgo 25 de 100, viento 5.4 mph desde ESE."
2026-07-03T21:41:18+00:00,12,60,+60 min,Aguada,Aguada,west,18.379,-67.188,0.028,0.79,7.1,78.8,E,←,31.0,vigilancia,False,"Aguada: lluvia 24h 0.79 pulgadas, riesgo 31 de 100, viento 6.8 mph desde E."
2026-07-03T21:41:18+00:00,12,60,+60 min,Aguadilla,Aguadilla,west,18.427,-67.154,0.027,0.76,8.3,81.6,E,←,23.0,vigilancia,False,"Aguadilla: lluvia 24h 0.76 pulgadas, riesgo 23 de 100, viento 8.0 mph desde E."
2026-07-03T21:41:18+00:00,12,60,+60 min,Aguas Buenas,Aguas Buenas,central_mountains,18.256,-66.103,0.025,0.7,9.4,112.5,ESE,↖,11.0,bajo,False,"Aguas Buenas: lluvia 24h 0.70 pulgadas, riesgo 11 de 100, viento 9.1 mph desde ESE."
2026-07-03T21:41:18+00:00,12,60,+60 min,Aibonito,Aibonito,central_mountains,18.139,-66.266,0.025,0.71,9.5,88.1,E,←,14.0,bajo,False,"Aibonito: lluvia 24h 0.71 pulgadas, riesgo 14 de 100, viento 9.2 mph desde E."
