generated_at_utc,frame_index,forecast_minute,time_label,municipality,municipality_display,region,lat,lon,rain_frame_in_hr,rain_24h_in,wind_speed_mph,wind_dir_deg,wind_direction_text,wind_arrow,operational_risk_score,impact_level,is_focus_municipality,screen_reader_label,temperature_f,feels_like_f,heat_risk_level,temperature_plain_text,temperature_frame_f
2026-07-03T21:41:18+00:00,3,15,+15 min,Aibonito,Aibonito,central_mountains,18.139,-66.266,0.036,0.71,8.9,88.1,E,←,14.0,bajo,False,"Aibonito: lluvia 0.036 pulgadas por hora, viento 8.9 mph, temperatura 76.7 °F, sensación 75.9 °F.",75.9,75.9,bajo,"Aibonito: temperatura 75.9 °F, sensación térmica 75.9 °F, humedad 81 %, riesgo de calor bajo. Monitoreo normal.",76.7
2026-07-03T21:41:18+00:00,3,15,+15 min,Anasco,Anasco,west,18.282,-67.14,0.038,0.76,4.4,102.2,ESE,←,24.0,vigilancia,False,"Anasco: lluvia 0.038 pulgadas por hora, viento 4.4 mph, temperatura 83.0 °F, sensación 90.1 °F.",82.2,90.1,vigilancia,"Anasco: temperatura 82.2 °F, sensación térmica 90.1 °F, humedad 83 %, riesgo de calor vigilancia. Observar cambios durante la tarde y preparar comunicación preventiva si aumenta el calor.",83.0
2026-07-03T21:41:18+00:00,3,15,+15 min,Arecibo,Arecibo,north_coast,18.472,-66.716,0.03,0.6,12.8,92.8,E,←,10.0,bajo,False,"Arecibo: lluvia 0.030 pulgadas por hora, viento 12.8 mph, temperatura 83.3 °F, sensación 90.5 °F.",82.5,90.5,vigilancia,"Arecibo: temperatura 82.5 °F, sensación térmica 90.5 °F, humedad 82 %, riesgo de calor vigilancia. Observar cambios durante la tarde y preparar comunicación preventiva si aumenta el calor.",83.3
2026-07-03T21:41:18+00:00,3,15,+15 min,Arroyo,Arroyo,south_coast,17.965,-66.061,0.04,0.79,11.8,84.4,E,←,11.0,bajo,False,"Arroyo: lluvia 0.040 pulgadas por hora, viento 11.8 mph, temperatura 83.3 °F, sensación 88.6 °F.",82.5,88.6,bajo,"Arroyo: temperatura 82.5 °F, sensación térmica 88.6 °F, humedad 75 %, riesgo de calor bajo. Monitoreo normal.",83.3
2026-07-03T21:41:18+00:00,3,15,+15 min,Barceloneta,Barceloneta,north_coast,18.45,-66.538,0.029,0.57,12.1,95.6,E,←,12.0,bajo,False,"Barceloneta: lluvia 0.029 pulgadas por hora, viento 12.1 mph, temperatura 83.0 °F, sensación 89.7 °F.",82.2,89.7,bajo,"Barceloneta: temperatura 82.2 °F, sensación térmica 89.7 °F, humedad 82 %, riesgo de calor bajo. Monitoreo normal.",83.0
2026-07-03T21:41:18+00:00,3,15,+15 min,Barranquitas,Barranquitas,central_mountains,18.186,-66.306,0.035,0.7,7.9,95.6,E,←,10.0,bajo,False,"Barranquitas: lluvia 0.035 pulgadas por hora, viento 7.9 mph, temperatura 76.8 °F, sensación 76.0 °F.",76.0,76.0,bajo,"Barranquitas: temperatura 76.0 °F, sensación térmica 76.0 °F, humedad 86 %, riesgo de calor bajo. Monitoreo normal.",76.8
2026-07-03T21:41:18+00:00,3,15,+15 min,Bayamon,Bayamon,north_coast,18.399,-66.156,0.029,0.58,11.1,98.4,E,←,7.0,bajo,False,"Bayamon: lluvia 0.029 pulgadas por hora, viento 11.1 mph, temperatura 84.8 °F, sensación 93.8 °F.",84.0,93.8,vigilancia,"Bayamon: temperatura 84.0 °F, sensación térmica 93.8 °F, humedad 79 %, riesgo de calor vigilancia. Observar cambios durante la tarde y preparar comunicación preventiva si aumenta el calor.",84.8
2026-07-03T21:41:18+00:00,3,15,+15 min,Cabo Rojo,Cabo Rojo,west,18.086,-67.145,0.036,0.73,9.4,99.4,E,←,9.0,bajo,False,"Cabo Rojo: lluvia 0.036 pulgadas por hora, viento 9.4 mph, temperatura 83.0 °F, sensación 90.3 °F.",82.2,90.3,vigilancia,"Cabo Rojo: temperatura 82.2 °F, sensación térmica 90.3 °F, humedad 84 %, riesgo de calor vigilancia. Observar cambios durante la tarde y preparar comunicación preventiva si aumenta el calor.",83.0
2026-07-03T21:41:18+00:00,4,20,+20 min,Juana Diaz,Juana Díaz,south_coast,18.053,-66.506,0.023,0.49,9.6,86.2,E,←,8.0,bajo,True,"Juana Díaz: lluvia 0.023 pulgadas por hora, viento 9.6 mph, temperatura 84.9 °F, sensación 89.1 °F.",83.9,89.1,bajo,"Juana Díaz: temperatura 83.9 °F, sensación térmica 89.1 °F, humedad 66 %, riesgo de calor bajo. Monitoreo normal.",84.9
2026-07-03T21:41:18+00:00,4,20,+20 min,Ponce,Ponce,south_coast,18.011,-66.614,0.021,0.43,9.8,90.9,E,←,6.0,bajo,True,"Ponce: lluvia 0.021 pulgadas por hora, viento 9.8 mph, temperatura 86.5 °F, sensación 91.3 °F.",85.5,91.3,vigilancia,"Ponce: temperatura 85.5 °F, sensación térmica 91.3 °F, humedad 63 %, riesgo de calor vigilancia. Observar cambios durante la tarde y preparar comunicación preventiva si aumenta el calor.",86.5
2026-07-03T21:41:18+00:00,4,20,+20 min,San German,San Germán,west,18.082,-67.044,0.036,0.74,8.8,102.2,ESE,←,9.0,bajo,True,"San Germán: lluvia 0.036 pulgadas por hora, viento 8.8 mph, temperatura 83.8 °F, sensación 90.9 °F.",82.8,90.9,vigilancia,"San Germán: temperatura 82.8 °F, sensación térmica 90.9 °F, humedad 80 %, riesgo de calor vigilancia. Observar cambios durante la tarde y preparar comunicación preventiva si aumenta el calor.",83.8
2026-07-03T21:41:18+00:00,4,20,+20 min,San Juan,San Juan,north_coast,18.465,-66.105,0.033,0.69,12.2,90.0,E,←,9.0,bajo,True,"San Juan: lluvia 0.033 pulgadas por hora, viento 12.2 mph, temperatura 83.5 °F, sensación 90.5 °F.",82.5,90.5,vigilancia,"San Juan: temperatura 82.5 °F, sensación térmica 90.5 °F, humedad 82 %, riesgo de calor vigilancia. Observar cambios durante la tarde y preparar comunicación preventiva si aumenta el calor.",83.5
2026-07-03T21:41:18+00:00,4,20,+20 min,Adjuntas,Adjuntas,central_mountains,18.163,-66.723,0.033,0.69,5.0,112.5,ESE,↖,25.0,vigilancia,False,"Adjuntas: lluvia 0.033 pulgadas por hora, viento 5.0 mph, temperatura 77.3 °F, sensación 76.3 °F.",76.3,76.3,bajo,"Adjuntas: temperatura 76.3 °F, sensación térmica 76.3 °F, humedad 82 %, riesgo de calor bajo. Monitoreo normal.",77.3
2026-07-03T21:41:18+00:00,4,20,+20 min,Aguada,Aguada,west,18.379,-67.188,0.038,0.79,6.3,78.8,E,←,31.0,vigilancia,False,"Aguada: lluvia 0.038 pulgadas por hora, viento 6.3 mph, temperatura 83.3 °F, sensación 90.1 °F.",82.3,90.1,vigilancia,"Aguada: temperatura 82.3 °F, sensación térmica 90.1 °F, humedad 82 %, riesgo de calor vigilancia. Observar cambios durante la tarde y preparar comunicación preventiva si aumenta el calor.",83.3
2026-07-03T21:41:18+00:00,4,20,+20 min,Aguadilla,Aguadilla,west,18.427,-67.154,0.037,0.76,7.4,81.6,E,←,23.0,vigilancia,False,"Aguadilla: lluvia 0.037 pulgadas por hora, viento 7.4 mph, temperatura 83.9 °F, sensación 90.0 °F.",82.9,90.0,vigilancia,"Aguadilla: temperatura 82.9 °F, sensación térmica 90.0 °F, humedad 76 %, riesgo de calor vigilancia. Observar cambios durante la tarde y preparar comunicación preventiva si aumenta el calor.",83.9
2026-07-03T21:41:18+00:00,4,20,+20 min,Aguas Buenas,Aguas Buenas,central_mountains,18.256,-66.103,0.033,0.7,8.4,112.5,ESE,↖,11.0,bajo,False,"Aguas Buenas: lluvia 0.033 pulgadas por hora, viento 8.4 mph, temperatura 81.0 °F, sensación 84.3 °F.",80.0,84.3,bajo,"Aguas Buenas: temperatura 80.0 °F, sensación térmica 84.3 °F, humedad 81 %, riesgo de calor bajo. Monitoreo normal.",81.0
2026-07-03T21:41:18+00:00,4,20,+20 min,Aibonito,Aibonito,central_mountains,18.139,-66.266,0.035,0.71,8.5,88.1,E,←,14.0,bajo,False,"Aibonito: lluvia 0.035 pulgadas por hora, viento 8.5 mph, temperatura 76.9 °F, sensación 75.9 °F.",75.9,75.9,bajo,"Aibonito: temperatura 75.9 °F, sensación térmica 75.9 °F, humedad 81 %, riesgo de calor bajo. Monitoreo normal.",76.9
2026-07-03T21:41:18+00:00,4,20,+20 min,Anasco,Anasco,west,18.282,-67.14,0.037,0.76,4.3,102.2,ESE,←,24.0,vigilancia,False,"Anasco: lluvia 0.037 pulgadas por hora, viento 4.3 mph, temperatura 83.2 °F, sensación 90.1 °F.",82.2,90.1,vigilancia,"Anasco: temperatura 82.2 °F, sensación térmica 90.1 °F, humedad 83 %, riesgo de calor vigilancia. Observar cambios durante la tarde y preparar comunicación preventiva si aumenta el calor.",83.2
2026-07-03T21:41:18+00:00,4,20,+20 min,Arecibo,Arecibo,north_coast,18.472,-66.716,0.029,0.6,12.3,92.8,E,←,10.0,bajo,False,"Arecibo: lluvia 0.029 pulgadas por hora, viento 12.3 mph, temperatura 83.5 °F, sensación 90.5 °F.",82.5,90.5,vigilancia,"Arecibo: temperatura 82.5 °F, sensación térmica 90.5 °F, humedad 82 %, riesgo de calor vigilancia. Observar cambios durante la tarde y preparar comunicación preventiva si aumenta el calor.",83.5
2026-07-03T21:41:18+00:00,4,20,+20 min,Arroyo,Arroyo,south_coast,17.965,-66.061,0.038,0.79,11.3,84.4,E,←,11.0,bajo,False,"Arroyo: lluvia 0.038 pulgadas por hora, viento 11.3 mph, temperatura 83.5 °F, sensación 88.6 °F.",82.5,88.6,bajo,"Arroyo: temperatura 82.5 °F, sensación térmica 88.6 °F, humedad 75 %, riesgo de calor bajo. Monitoreo normal.",83.5
2026-07-03T21:41:18+00:00,4,20,+20 min,Barceloneta,Barceloneta,north_coast,18.45,-66.538,0.028,0.57,11.6,95.6,E,←,12.0,bajo,False,"Barceloneta: lluvia 0.028 pulgadas por hora, viento 11.6 mph, temperatura 83.2 °F, sensación 89.7 °F.",82.2,89.7,bajo,"Barceloneta: temperatura 82.2 °F, sensación térmica 89.7 °F, humedad 82 %, riesgo de calor bajo. Monitoreo normal.",83.2
2026-07-03T21:41:18+00:00,4,20,+20 min,Barranquitas,Barranquitas,central_mountains,18.186,-66.306,0.033,0.7,7.6,95.6,E,←,10.0,bajo,False,"Barranquitas: lluvia 0.033 pulgadas por hora, viento 7.6 mph, temperatura 77.0 °F, sensación 76.0 °F.",76.0,76.0,bajo,"Barranquitas: temperatura 76.0 °F, sensación térmica 76.0 °F, humedad 86 %, riesgo de calor bajo. Monitoreo normal.",77.0
2026-07-03T21:41:18+00:00,4,20,+20 min,Bayamon,Bayamon,north_coast,18.399,-66.156,0.028,0.58,10.7,98.4,E,←,7.0,bajo,False,"Bayamon: lluvia 0.028 pulgadas por hora, viento 10.7 mph, temperatura 85.0 °F, sensación 93.8 °F.",84.0,93.8,vigilancia,"Bayamon: temperatura 84.0 °F, sensación térmica 93.8 °F, humedad 79 %, riesgo de calor vigilancia. Observar cambios durante la tarde y preparar comunicación preventiva si aumenta el calor.",85.0
2026-07-03T21:41:18+00:00,4,20,+20 min,Cabo Rojo,Cabo Rojo,west,18.086,-67.145,0.035,0.73,9.0,99.4,E,←,9.0,bajo,False,"Cabo Rojo: lluvia 0.035 pulgadas por hora, viento 9.0 mph, temperatura 83.2 °F, sensación 90.3 °F.",82.2,90.3,vigilancia,"Cabo Rojo: temperatura 82.2 °F, sensación térmica 90.3 °F, humedad 84 %, riesgo de calor vigilancia. Observar cambios durante la tarde y preparar comunicación preventiva si aumenta el calor.",83.2
2026-07-03T21:41:18+00:00,5,25,+25 min,Juana Diaz,Juana Díaz,south_coast,18.053,-66.506,0.02,0.49,9.3,86.2,E,←,8.0,bajo,True,"Juana Díaz: lluvia 0.020 pulgadas por hora, viento 9.3 mph, temperatura 85.1 °F, sensación 89.1 °F.",83.9,89.1,bajo,"Juana Díaz: temperatura 83.9 °F, sensación térmica 89.1 °F, humedad 66 %, riesgo de calor bajo. Monitoreo normal.",85.1
2026-07-03T21:41:18+00:00,5,25,+25 min,Ponce,Ponce,south_coast,18.011,-66.614,0.018,0.43,9.5,90.9,E,←,6.0,bajo,True,"Ponce: lluvia 0.018 pulgadas por hora, viento 9.5 mph, temperatura 86.7 °F, sensación 91.3 °F.",85.5,91.3,vigilancia,"Ponce: temperatura 85.5 °F, sensación térmica 91.3 °F, humedad 63 %, riesgo de calor vigilancia. Observar cambios durante la tarde y preparar comunicación preventiva si aumenta el calor.",86.7
2026-07-03T21:41:18+00:00,5,25,+25 min,San German,San Germán,west,18.082,-67.044,0.032,0.74,8.5,102.2,ESE,←,9.0,bajo,True,"San Germán: lluvia 0.032 pulgadas por hora, viento 8.5 mph, temperatura 84.0 °F, sensación 90.9 °F.",82.8,90.9,vigilancia,"San Germán: temperatura 82.8 °F, sensación térmica 90.9 °F, humedad 80 %, riesgo de calor vigilancia. Observar cambios durante la tarde y preparar comunicación preventiva si aumenta el calor.",84.0
2026-07-03T21:41:18+00:00,5,25,+25 min,San Juan,San Juan,north_coast,18.465,-66.105,0.03,0.69,11.8,90.0,E,←,9.0,bajo,True,"San Juan: lluvia 0.030 pulgadas por hora, viento 11.8 mph, temperatura 83.7 °F, sensación 90.5 °F.",82.5,90.5,vigilancia,"San Juan: temperatura 82.5 °F, sensación térmica 90.5 °F, humedad 82 %, riesgo de calor vigilancia. Observar cambios durante la tarde y preparar comunicación preventiva si aumenta el calor.",83.7
2026-07-03T21:41:18+00:00,5,25,+25 min,Adjuntas,Adjuntas,central_mountains,18.163,-66.723,0.03,0.69,4.8,112.5,ESE,↖,25.0,vigilancia,False,"Adjuntas: lluvia 0.030 pulgadas por hora, viento 4.8 mph, temperatura 77.5 °F, sensación 76.3 °F.",76.3,76.3,bajo,"Adjuntas: temperatura 76.3 °F, sensación térmica 76.3 °F, humedad 82 %, riesgo de calor bajo. Monitoreo normal.",77.5
2026-07-03T21:41:18+00:00,5,25,+25 min,Aguada,Aguada,west,18.379,-67.188,0.034,0.79,6.1,78.8,E,←,31.0,vigilancia,False,"Aguada: lluvia 0.034 pulgadas por hora, viento 6.1 mph, temperatura 83.5 °F, sensación 90.1 °F.",82.3,90.1,vigilancia,"Aguada: temperatura 82.3 °F, sensación térmica 90.1 °F, humedad 82 %, riesgo de calor vigilancia. Observar cambios durante la tarde y preparar comunicación preventiva si aumenta el calor.",83.5
2026-07-03T21:41:18+00:00,5,25,+25 min,Aguadilla,Aguadilla,west,18.427,-67.154,0.033,0.76,7.2,81.6,E,←,23.0,vigilancia,False,"Aguadilla: lluvia 0.033 pulgadas por hora, viento 7.2 mph, temperatura 84.1 °F, sensación 90.0 °F.",82.9,90.0,vigilancia,"Aguadilla: temperatura 82.9 °F, sensación térmica 90.0 °F, humedad 76 %, riesgo de calor vigilancia. Observar cambios durante la tarde y preparar comunicación preventiva si aumenta el calor.",84.1
2026-07-03T21:41:18+00:00,5,25,+25 min,Aguas Buenas,Aguas Buenas,central_mountains,18.256,-66.103,0.03,0.7,8.2,112.5,ESE,↖,11.0,bajo,False,"Aguas Buenas: lluvia 0.030 pulgadas por hora, viento 8.2 mph, temperatura 81.2 °F, sensación 84.3 °F.",80.0,84.3,bajo,"Aguas Buenas: temperatura 80.0 °F, sensación térmica 84.3 °F, humedad 81 %, riesgo de calor bajo. Monitoreo normal.",81.2
2026-07-03T21:41:18+00:00,5,25,+25 min,Aibonito,Aibonito,central_mountains,18.139,-66.266,0.031,0.71,8.2,88.1,E,←,14.0,bajo,False,"Aibonito: lluvia 0.031 pulgadas por hora, viento 8.2 mph, temperatura 77.1 °F, sensación 75.9 °F.",75.9,75.9,bajo,"Aibonito: temperatura 75.9 °F, sensación térmica 75.9 °F, humedad 81 %, riesgo de calor bajo. Monitoreo normal.",77.1
2026-07-03T21:41:18+00:00,5,25,+25 min,Anasco,Anasco,west,18.282,-67.14,0.033,0.76,4.1,102.2,ESE,←,24.0,vigilancia,False,"Anasco: lluvia 0.033 pulgadas por hora, viento 4.1 mph, temperatura 83.4 °F, sensación 90.1 °F.",82.2,90.1,vigilancia,"Anasco: temperatura 82.2 °F, sensación térmica 90.1 °F, humedad 83 %, riesgo de calor vigilancia. Observar cambios durante la tarde y preparar comunicación preventiva si aumenta el calor.",83.4
2026-07-03T21:41:18+00:00,5,25,+25 min,Arecibo,Arecibo,north_coast,18.472,-66.716,0.026,0.6,11.9,92.8,E,←,10.0,bajo,False,"Arecibo: lluvia 0.026 pulgadas por hora, viento 11.9 mph, temperatura 83.7 °F, sensación 90.5 °F.",82.5,90.5,vigilancia,"Arecibo: temperatura 82.5 °F, sensación térmica 90.5 °F, humedad 82 %, riesgo de calor vigilancia. Observar cambios durante la tarde y preparar comunicación preventiva si aumenta el calor.",83.7
2026-07-03T21:41:18+00:00,5,25,+25 min,Arroyo,Arroyo,south_coast,17.965,-66.061,0.034,0.79,10.9,84.4,E,←,11.0,bajo,False,"Arroyo: lluvia 0.034 pulgadas por hora, viento 10.9 mph, temperatura 83.7 °F, sensación 88.6 °F.",82.5,88.6,bajo,"Arroyo: temperatura 82.5 °F, sensación térmica 88.6 °F, humedad 75 %, riesgo de calor bajo. Monitoreo normal.",83.7
2026-07-03T21:41:18+00:00,5,25,+25 min,Barceloneta,Barceloneta,north_coast,18.45,-66.538,0.025,0.57,11.2,95.6,E,←,12.0,bajo,False,"Barceloneta: lluvia 0.025 pulgadas por hora, viento 11.2 mph, temperatura 83.4 °F, sensación 89.7 °F.",82.2,89.7,bajo,"Barceloneta: temperatura 82.2 °F, sensación térmica 89.7 °F, humedad 82 %, riesgo de calor bajo. Monitoreo normal.",83.4
2026-07-03T21:41:18+00:00,5,25,+25 min,Barranquitas,Barranquitas,central_mountains,18.186,-66.306,0.03,0.7,7.3,95.6,E,←,10.0,bajo,False,"Barranquitas: lluvia 0.030 pulgadas por hora, viento 7.3 mph, temperatura 77.2 °F, sensación 76.0 °F.",76.0,76.0,bajo,"Barranquitas: temperatura 76.0 °F, sensación térmica 76.0 °F, humedad 86 %, riesgo de calor bajo. Monitoreo normal.",77.2
2026-07-03T21:41:18+00:00,5,25,+25 min,Bayamon,Bayamon,north_coast,18.399,-66.156,0.025,0.58,10.3,98.4,E,←,7.0,bajo,False,"Bayamon: lluvia 0.025 pulgadas por hora, viento 10.3 mph, temperatura 85.2 °F, sensación 93.8 °F.",84.0,93.8,vigilancia,"Bayamon: temperatura 84.0 °F, sensación térmica 93.8 °F, humedad 79 %, riesgo de calor vigilancia. Observar cambios durante la tarde y preparar comunicación preventiva si aumenta el calor.",85.2
2026-07-03T21:41:18+00:00,5,25,+25 min,Cabo Rojo,Cabo Rojo,west,18.086,-67.145,0.031,0.73,8.7,99.4,E,←,9.0,bajo,False,"Cabo Rojo: lluvia 0.031 pulgadas por hora, viento 8.7 mph, temperatura 83.4 °F, sensación 90.3 °F.",82.2,90.3,vigilancia,"Cabo Rojo: temperatura 82.2 °F, sensación térmica 90.3 °F, humedad 84 %, riesgo de calor vigilancia. Observar cambios durante la tarde y preparar comunicación preventiva si aumenta el calor.",83.4
2026-07-03T21:41:18+00:00,6,30,+30 min,Juana Diaz,Juana Díaz,south_coast,18.053,-66.506,0.017,0.49,9.2,86.2,E,←,8.0,bajo,True,"Juana Díaz: lluvia 0.017 pulgadas por hora, viento 9.2 mph, temperatura 85.1 °F, sensación 89.1 °F.",83.9,89.1,bajo,"Juana Díaz: temperatura 83.9 °F, sensación térmica 89.1 °F, humedad 66 %, riesgo de calor bajo. Monitoreo normal.",85.1
2026-07-03T21:41:18+00:00,6,30,+30 min,Ponce,Ponce,south_coast,18.011,-66.614,0.015,0.43,9.3,90.9,E,←,6.0,bajo,True,"Ponce: lluvia 0.015 pulgadas por hora, viento 9.3 mph, temperatura 86.7 °F, sensación 91.3 °F.",85.5,91.3,vigilancia,"Ponce: temperatura 85.5 °F, sensación térmica 91.3 °F, humedad 63 %, riesgo de calor vigilancia. Observar cambios durante la tarde y preparar comunicación preventiva si aumenta el calor.",86.7
2026-07-03T21:41:18+00:00,6,30,+30 min,San German,San Germán,west,18.082,-67.044,0.026,0.74,8.4,102.2,ESE,←,9.0,bajo,True,"San Germán: lluvia 0.026 pulgadas por hora, viento 8.4 mph, temperatura 84.0 °F, sensación 90.9 °F.",82.8,90.9,vigilancia,"San Germán: temperatura 82.8 °F, sensación térmica 90.9 °F, humedad 80 %, riesgo de calor vigilancia. Observar cambios durante la tarde y preparar comunicación preventiva si aumenta el calor.",84.0
2026-07-03T21:41:18+00:00,6,30,+30 min,San Juan,San Juan,north_coast,18.465,-66.105,0.025,0.69,11.6,90.0,E,←,9.0,bajo,True,"San Juan: lluvia 0.025 pulgadas por hora, viento 11.6 mph, temperatura 83.7 °F, sensación 90.5 °F.",82.5,90.5,vigilancia,"San Juan: temperatura 82.5 °F, sensación térmica 90.5 °F, humedad 82 %, riesgo de calor vigilancia. Observar cambios durante la tarde y preparar comunicación preventiva si aumenta el calor.",83.7
2026-07-03T21:41:18+00:00,6,30,+30 min,Adjuntas,Adjuntas,central_mountains,18.163,-66.723,0.025,0.69,4.8,112.5,ESE,↖,25.0,vigilancia,False,"Adjuntas: lluvia 0.025 pulgadas por hora, viento 4.8 mph, temperatura 77.5 °F, sensación 76.3 °F.",76.3,76.3,bajo,"Adjuntas: temperatura 76.3 °F, sensación térmica 76.3 °F, humedad 82 %, riesgo de calor bajo. Monitoreo normal.",77.5
2026-07-03T21:41:18+00:00,6,30,+30 min,Aguada,Aguada,west,18.379,-67.188,0.028,0.79,6.0,78.8,E,←,31.0,vigilancia,False,"Aguada: lluvia 0.028 pulgadas por hora, viento 6.0 mph, temperatura 83.5 °F, sensación 90.1 °F.",82.3,90.1,vigilancia,"Aguada: temperatura 82.3 °F, sensación térmica 90.1 °F, humedad 82 %, riesgo de calor vigilancia. Observar cambios durante la tarde y preparar comunicación preventiva si aumenta el calor.",83.5
2026-07-03T21:41:18+00:00,6,30,+30 min,Aguadilla,Aguadilla,west,18.427,-67.154,0.027,0.76,7.0,81.6,E,←,23.0,vigilancia,False,"Aguadilla: lluvia 0.027 pulgadas por hora, viento 7.0 mph, temperatura 84.1 °F, sensación 90.0 °F.",82.9,90.0,vigilancia,"Aguadilla: temperatura 82.9 °F, sensación térmica 90.0 °F, humedad 76 %, riesgo de calor vigilancia. Observar cambios durante la tarde y preparar comunicación preventiva si aumenta el calor.",84.1
2026-07-03T21:41:18+00:00,6,30,+30 min,Aguas Buenas,Aguas Buenas,central_mountains,18.256,-66.103,0.025,0.7,8.0,112.5,ESE,↖,11.0,bajo,False,"Aguas Buenas: lluvia 0.025 pulgadas por hora, viento 8.0 mph, temperatura 81.2 °F, sensación 84.3 °F.",80.0,84.3,bajo,"Aguas Buenas: temperatura 80.0 °F, sensación térmica 84.3 °F, humedad 81 %, riesgo de calor bajo. Monitoreo normal.",81.2
2026-07-03T21:41:18+00:00,6,30,+30 min,Aibonito,Aibonito,central_mountains,18.139,-66.266,0.025,0.71,8.1,88.1,E,←,14.0,bajo,False,"Aibonito: lluvia 0.025 pulgadas por hora, viento 8.1 mph, temperatura 77.1 °F, sensación 75.9 °F.",75.9,75.9,bajo,"Aibonito: temperatura 75.9 °F, sensación térmica 75.9 °F, humedad 81 %, riesgo de calor bajo. Monitoreo normal.",77.1
2026-07-03T21:41:18+00:00,6,30,+30 min,Anasco,Anasco,west,18.282,-67.14,0.027,0.76,4.1,102.2,ESE,←,24.0,vigilancia,False,"Anasco: lluvia 0.027 pulgadas por hora, viento 4.1 mph, temperatura 83.4 °F, sensación 90.1 °F.",82.2,90.1,vigilancia,"Anasco: temperatura 82.2 °F, sensación térmica 90.1 °F, humedad 83 %, riesgo de calor vigilancia. Observar cambios durante la tarde y preparar comunicación preventiva si aumenta el calor.",83.4
2026-07-03T21:41:18+00:00,6,30,+30 min,Arecibo,Arecibo,north_coast,18.472,-66.716,0.021,0.6,11.7,92.8,E,←,10.0,bajo,False,"Arecibo: lluvia 0.021 pulgadas por hora, viento 11.7 mph, temperatura 83.7 °F, sensación 90.5 °F.",82.5,90.5,vigilancia,"Arecibo: temperatura 82.5 °F, sensación térmica 90.5 °F, humedad 82 %, riesgo de calor vigilancia. Observar cambios durante la tarde y preparar comunicación preventiva si aumenta el calor.",83.7
2026-07-03T21:41:18+00:00,6,30,+30 min,Arroyo,Arroyo,south_coast,17.965,-66.061,0.028,0.79,10.7,84.4,E,←,11.0,bajo,False,"Arroyo: lluvia 0.028 pulgadas por hora, viento 10.7 mph, temperatura 83.7 °F, sensación 88.6 °F.",82.5,88.6,bajo,"Arroyo: temperatura 82.5 °F, sensación térmica 88.6 °F, humedad 75 %, riesgo de calor bajo. Monitoreo normal.",83.7
2026-07-03T21:41:18+00:00,6,30,+30 min,Barceloneta,Barceloneta,north_coast,18.45,-66.538,0.02,0.57,11.0,95.6,E,←,12.0,bajo,False,"Barceloneta: lluvia 0.020 pulgadas por hora, viento 11.0 mph, temperatura 83.4 °F, sensación 89.7 °F.",82.2,89.7,bajo,"Barceloneta: temperatura 82.2 °F, sensación térmica 89.7 °F, humedad 82 %, riesgo de calor bajo. Monitoreo normal.",83.4
2026-07-03T21:41:18+00:00,6,30,+30 min,Barranquitas,Barranquitas,central_mountains,18.186,-66.306,0.025,0.7,7.2,95.6,E,←,10.0,bajo,False,"Barranquitas: lluvia 0.025 pulgadas por hora, viento 7.2 mph, temperatura 77.2 °F, sensación 76.0 °F.",76.0,76.0,bajo,"Barranquitas: temperatura 76.0 °F, sensación térmica 76.0 °F, humedad 86 %, riesgo de calor bajo. Monitoreo normal.",77.2
2026-07-03T21:41:18+00:00,6,30,+30 min,Bayamon,Bayamon,north_coast,18.399,-66.156,0.02,0.58,10.1,98.4,E,←,7.0,bajo,False,"Bayamon: lluvia 0.020 pulgadas por hora, viento 10.1 mph, temperatura 85.2 °F, sensación 93.8 °F.",84.0,93.8,vigilancia,"Bayamon: temperatura 84.0 °F, sensación térmica 93.8 °F, humedad 79 %, riesgo de calor vigilancia. Observar cambios durante la tarde y preparar comunicación preventiva si aumenta el calor.",85.2
2026-07-03T21:41:18+00:00,6,30,+30 min,Cabo Rojo,Cabo Rojo,west,18.086,-67.145,0.025,0.73,8.5,99.4,E,←,9.0,bajo,False,"Cabo Rojo: lluvia 0.025 pulgadas por hora, viento 8.5 mph, temperatura 83.4 °F, sensación 90.3 °F.",82.2,90.3,vigilancia,"Cabo Rojo: temperatura 82.2 °F, sensación térmica 90.3 °F, humedad 84 %, riesgo de calor vigilancia. Observar cambios durante la tarde y preparar comunicación preventiva si aumenta el calor.",83.4
2026-07-03T21:41:18+00:00,7,35,+35 min,Juana Diaz,Juana Díaz,south_coast,18.053,-66.506,0.013,0.49,9.2,86.2,E,←,8.0,bajo,True,"Juana Díaz: lluvia 0.013 pulgadas por hora, viento 9.2 mph, temperatura 85.1 °F, sensación 89.1 °F.",83.9,89.1,bajo,"Juana Díaz: temperatura 83.9 °F, sensación térmica 89.1 °F, humedad 66 %, riesgo de calor bajo. Monitoreo normal.",85.1
2026-07-03T21:41:18+00:00,7,35,+35 min,Ponce,Ponce,south_coast,18.011,-66.614,0.012,0.43,9.4,90.9,E,←,6.0,bajo,True,"Ponce: lluvia 0.012 pulgadas por hora, viento 9.4 mph, temperatura 86.7 °F, sensación 91.3 °F.",85.5,91.3,vigilancia,"Ponce: temperatura 85.5 °F, sensación térmica 91.3 °F, humedad 63 %, riesgo de calor vigilancia. Observar cambios durante la tarde y preparar comunicación preventiva si aumenta el calor.",86.7
